num	gene	desc	n	mindist	nmuts0	nmuts3	nmuts12	npairs0	npairs3	npairs12
3967	KIAA0368	KIAA0368	4	116	0	0	0	0	0	0
4078	KLF10	Kruppel-like factor 10	3	116	0	0	0	0	0	0
4521	MAP3K1	mitogen-activated protein kinase kinase kinase 1	3	116	0	0	0	0	0	0
5897	PICALM	phosphatidylinositol binding clathrin assembly protein	2	116	0	0	0	0	0	0
6355	PTDSS1	phosphatidylserine synthase 1	2	116	0	0	0	0	0	0
7789	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	2	116	0	0	0	0	0	0
8153	TNR	tenascin R (restrictin, janusin)	5	116	0	0	0	0	0	0
8452	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	3	116	0	0	0	0	0	0
633	ATP10D	ATPase, class V, type 10D	3	117	0	0	0	0	0	0
1126	C4orf33	chromosome 4 open reading frame 33	2	117	0	0	0	0	0	0
2521	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	3	117	0	0	0	0	0	0
4211	LAMP3	lysosomal-associated membrane protein 3	2	117	0	0	0	0	0	0
5587	OXSR1	oxidative-stress responsive 1	2	117	0	0	0	0	0	0
6532	RASEF	RAS and EF-hand domain containing	3	117	0	0	0	0	0	0
7213	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	2	117	0	0	0	0	0	0
1674	CLASP1	cytoplasmic linker associated protein 1	3	118	0	0	0	0	0	0
2096	DCDC2	doublecortin domain containing 2	2	118	0	0	0	0	0	0
2340	DQX1	DEAQ box polypeptide 1 (RNA-dependent ATPase)	2	118	0	0	0	0	0	0
3382	GYS1	glycogen synthase 1 (muscle)	2	118	0	0	0	0	0	0
4618	MDN1	MDN1, midasin homolog (yeast)	5	118	0	0	0	0	0	0
5244	NOX1	NADPH oxidase 1	2	118	0	0	0	0	0	0
5432	OR2G2	olfactory receptor, family 2, subfamily G, member 2	2	118	0	0	0	0	0	0
5710	PCDHB1	protocadherin beta 1	4	118	0	0	0	0	0	0
5865	PHF16	PHD finger protein 16	3	118	0	0	0	0	0	0
6579	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	2	118	0	0	0	0	0	0
7969	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	2	118	0	0	0	0	0	0
8169	TOP1	topoisomerase (DNA) I	2	118	0	0	0	0	0	0
8327	TTC21A	tetratricopeptide repeat domain 21A	2	118	0	0	0	0	0	0
8619	VWA3B	von Willebrand factor A domain containing 3B	3	118	0	0	0	0	0	0
8693	WLS	wntless homolog (Drosophila)	3	118	0	0	0	0	0	0
672	ATP8B4	ATPase, class I, type 8B, member 4	3	119	0	0	0	0	0	0
2306	DOCK1	dedicator of cytokinesis 1	4	119	0	0	0	0	0	0
2642	F8	coagulation factor VIII, procoagulant component (hemophilia A)	4	119	0	0	0	0	0	0
2777	FANCA	Fanconi anemia, complementation group A	3	119	0	0	0	0	0	0
1607	CHAF1A	chromatin assembly factor 1, subunit A (p150)	3	120	0	0	0	0	0	0
2763	FAM83B	family with sequence similarity 83, member B	5	120	0	0	0	0	0	0
3562	HR	hairless homolog (mouse)	2	120	0	0	0	0	0	0
6811	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	2	120	0	0	0	0	0	0
8275	TRPC7	transient receptor potential cation channel, subfamily C, member 7	4	120	0	0	0	0	0	0
364	AMY2B	amylase, alpha 2B (pancreatic)	3	121	0	0	0	0	0	0
1102	C3	complement component 3	5	121	0	0	0	0	0	0
3208	GOLGA3	golgi autoantigen, golgin subfamily a, 3	5	121	0	0	0	0	0	0
3249	GPR126	G protein-coupled receptor 126	3	121	0	0	0	0	0	0
4206	LAMB2	laminin, beta 2 (laminin S)	2	121	0	0	0	0	0	0
4233	LCN1	lipocalin 1 (tear prealbumin)	2	121	0	0	0	0	0	0
5221	NOL11	nucleolar protein 11	3	121	0	0	0	0	0	0
5894	PIAS1	protein inhibitor of activated STAT, 1	2	121	0	0	0	0	0	0
6559	RBM16	RNA binding motif protein 16	5	121	0	0	0	0	0	0
7179	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	2	121	0	0	0	0	0	0
8997	ZNF395	zinc finger protein 395	2	121	0	0	0	0	0	0
302	ALDH1L1	aldehyde dehydrogenase 1 family, member L1	4	122	0	0	0	0	0	0
745	BBS1	Bardet-Biedl syndrome 1	3	122	0	0	0	0	0	0
1216	CABLES1	Cdk5 and Abl enzyme substrate 1	2	122	0	0	0	0	0	0
3796	ITGA11	integrin, alpha 11	3	122	0	0	0	0	0	0
4047	KIF1A	kinesin family member 1A	4	122	0	0	0	0	0	0
4972	MYO16	myosin XVI	6	122	0	0	0	0	0	0
6488	RAD51	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	2	122	0	0	0	0	0	0
7088	SGK1	serum/glucocorticoid regulated kinase 1	2	122	0	0	0	0	0	0
7607	SS18	synovial sarcoma translocation, chromosome 18	2	122	0	0	0	0	0	0
7663	STAT4	signal transducer and activator of transcription 4	2	122	0	0	0	0	0	0
9089	ZNF649	zinc finger protein 649	2	122	0	0	0	0	0	0
395	ANKRD17	ankyrin repeat domain 17	3	123	0	0	0	0	0	0
423	ANO1	anoctamin 1, calcium activated chloride channel	3	123	0	0	0	0	0	0
1163	C6orf58	chromosome 6 open reading frame 58	2	123	0	0	0	0	0	0
2094	DCC	deleted in colorectal carcinoma	4	123	0	0	0	0	0	0
3871	KBTBD6	kelch repeat and BTB (POZ) domain containing 6	2	123	0	0	0	0	0	0
5113	NEK3	NIMA (never in mitosis gene a)-related kinase 3	2	123	0	0	0	0	0	0
7218	SLC22A12	solute carrier family 22 (organic anion/urate transporter), member 12	2	123	0	0	0	0	0	0
8311	TSPAN5	tetraspanin 5	2	123	0	0	0	0	0	0
8826	ZDHHC5	zinc finger, DHHC-type containing 5	2	123	0	0	0	0	0	0
521	ARHGAP36	Rho GTPase activating protein 36	3	124	0	0	0	0	0	0
1257	CAMSAP1	calmodulin regulated spectrin-associated protein 1	3	124	0	0	0	0	0	0
3291	GPR84	G protein-coupled receptor 84	2	124	0	0	0	0	0	0
4598	MCF2	MCF.2 cell line derived transforming sequence	2	124	0	0	0	0	0	0
5779	PDE4C	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	3	124	0	0	0	0	0	0
5848	PGK1	phosphoglycerate kinase 1	2	124	0	0	0	0	0	0
6067	PNPLA8	patatin-like phospholipase domain containing 8	3	124	0	0	0	0	0	0
6366	PTK2B	PTK2B protein tyrosine kinase 2 beta	2	124	0	0	0	0	0	0
6486	RAD17	RAD17 homolog (S. pombe)	2	124	0	0	0	0	0	0
7313	SLC41A1	solute carrier family 41, member 1	2	124	0	0	0	0	0	0
7598	SRP68	signal recognition particle 68kDa	3	124	0	0	0	0	0	0
8580	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)	2	124	0	0	0	0	0	0
8863	ZFYVE27	zinc finger, FYVE domain containing 27	2	124	0	0	0	0	0	0
103	ACOX3	acyl-Coenzyme A oxidase 3, pristanoyl	3	125	0	0	0	0	0	0
2101	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	2	125	0	0	0	0	0	0
3467	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	3	125	0	0	0	0	0	0
3836	IZUMO1	izumo sperm-egg fusion 1	2	125	0	0	0	0	0	0
4438	LTBP1	latent transforming growth factor beta binding protein 1	5	125	0	0	0	0	0	0
4589	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	2	125	0	0	0	0	0	0
5407	OR10S1	olfactory receptor, family 10, subfamily S, member 1	2	125	0	0	0	0	0	0
589	ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	2	126	0	0	0	0	0	0
2207	DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	4	126	0	0	0	0	0	0
2386	DYNC1H1	dynein, cytoplasmic 1, heavy chain 1	10	126	0	0	0	0	0	0
2703	FAM179B	family with sequence similarity 179, member B	3	126	0	0	0	0	0	0
3277	GPR45	G protein-coupled receptor 45	2	126	0	0	0	0	0	0
3661	IGF2R	insulin-like growth factor 2 receptor	6	126	0	0	0	0	0	0
4224	LATS2	LATS, large tumor suppressor, homolog 2 (Drosophila)	2	126	0	0	0	0	0	0
4551	MAPK6	mitogen-activated protein kinase 6	3	126	0	0	0	0	0	0
4890	MTMR14	myotubularin related protein 14	2	126	0	0	0	0	0	0
5199	NLRP4	NLR family, pyrin domain containing 4	4	126	0	0	0	0	0	0
6027	PLTP	phospholipid transfer protein	2	126	0	0	0	0	0	0
6414	PVRL3	poliovirus receptor-related 3	2	126	0	0	0	0	0	0
7132	SHROOM4	shroom family member 4	2	126	0	0	0	0	0	0
7417	SMC5	structural maintenance of chromosomes 5	4	126	0	0	0	0	0	0
7661	STAT2	signal transducer and activator of transcription 2, 113kDa	3	126	0	0	0	0	0	0
8594	VNN2	vanin 2	2	126	0	0	0	0	0	0
1478	CDC40	cell division cycle 40 homolog (S. cerevisiae)	2	127	0	0	0	0	0	0
1479	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	2	127	0	0	0	0	0	0
2484	ELF1	E74-like factor 1 (ets domain transcription factor)	2	127	0	0	0	0	0	0
2889	FHOD3	formin homology 2 domain containing 3	2	127	0	0	0	0	0	0
3219	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	3	127	0	0	0	0	0	0
4825	MRPL35	mitochondrial ribosomal protein L35	2	127	0	0	0	0	0	0
5230	NOP14	NOP14 nucleolar protein homolog (yeast)	3	127	0	0	0	0	0	0
6076	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	3	127	0	0	0	0	0	0
6220	PRELID1	PRELI domain containing 1	2	127	0	0	0	0	0	0
8341	TTC7B	tetratricopeptide repeat domain 7B	2	127	0	0	0	0	0	0
464	APC2	adenomatosis polyposis coli 2	4	128	0	0	0	0	0	0
670	ATP8B2	ATPase, class I, type 8B, member 2	2	128	0	0	0	0	0	0
1348	CCDC155	coiled-coil domain containing 155	3	128	0	0	0	0	0	0
2236	DLG2	discs, large homolog 2, chapsyn-110 (Drosophila)	3	128	0	0	0	0	0	0
3161	GLI2	GLI-Kruppel family member GLI2	3	128	0	0	0	0	0	0
3419	HDAC10	histone deacetylase 10	3	128	0	0	0	0	0	0
4542	MAP9	microtubule-associated protein 9	3	128	0	0	0	0	0	0
5561	OSBPL1A	oxysterol binding protein-like 1A	2	128	0	0	0	0	0	0
5586	OXSM	3-oxoacyl-ACP synthase, mitochondrial	2	128	0	0	0	0	0	0
7953	THOC2	THO complex 2	4	128	0	0	0	0	0	0
974	C17orf53	chromosome 17 open reading frame 53	3	129	0	0	0	0	0	0
3228	GPC3	glypican 3	3	129	0	0	0	0	0	0
6744	ROCK1	Rho-associated, coiled-coil containing protein kinase 1	3	129	0	0	0	0	0	0
8313	TSPYL2	TSPY-like 2	3	129	0	0	0	0	0	0
1313	CBR1	carbonyl reductase 1	2	130	0	0	0	0	0	0
1379	CCDC75	coiled-coil domain containing 75	2	130	0	0	0	0	0	0
1475	CDC27	cell division cycle 27 homolog (S. cerevisiae)	4	130	0	0	0	0	0	0
3209	GOLGA4	golgi autoantigen, golgin subfamily a, 4	2	130	0	0	0	0	0	0
3473	HHIPL2	HHIP-like 2	4	130	0	0	0	0	0	0
3838	JAG2	jagged 2	2	130	0	0	0	0	0	0
4587	MBP	myelin basic protein	2	130	0	0	0	0	0	0
4797	MPO	myeloperoxidase	2	130	0	0	0	0	0	0
5875	PHIP	pleckstrin homology domain interacting protein	4	130	0	0	0	0	0	0
8532	USP37	ubiquitin specific peptidase 37	4	130	0	0	0	0	0	0
767	BCO2	beta-carotene oxygenase 2	2	131	0	0	0	0	0	0
1482	CDC45	cell division cycle 45 homolog (S. cerevisiae)	2	131	0	0	0	0	0	0
1994	CWC25	CWC25 spliceosome-associated protein homolog (S. cerevisiae)	3	131	0	0	0	0	0	0
2463	EIF2C2	eukaryotic translation initiation factor 2C, 2	3	131	0	0	0	0	0	0
3430	HEATR2	HEAT repeat containing 2	2	131	0	0	0	0	0	0
7191	SLC15A3	solute carrier family 15, member 3	2	131	0	0	0	0	0	0
7989	TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	2	131	0	0	0	0	0	0
8914	ZNF175	zinc finger protein 175	3	131	0	0	0	0	0	0
1376	CCDC68	coiled-coil domain containing 68	2	132	0	0	0	0	0	0
2656	FAM110C	family with sequence similarity 110, member C	2	132	0	0	0	0	0	0
3668	IGSF10	immunoglobulin superfamily, member 10	5	132	0	0	0	0	0	0
4064	KIF5C	kinesin family member 5C	3	132	0	0	0	0	0	0
4594	MCC	mutated in colorectal cancers	4	132	0	0	0	0	0	0
4681	MFHAS1	malignant fibrous histiocytoma amplified sequence 1	4	132	0	0	0	0	0	0
4737	MLL2	myeloid/lymphoid or mixed-lineage leukemia 2	8	132	0	0	0	0	0	0
7283	SLC34A3	solute carrier family 34 (sodium phosphate), member 3	3	132	0	0	0	0	0	0
7785	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	2	132	0	0	0	0	0	0
7877	TDP1	tyrosyl-DNA phosphodiesterase 1	2	132	0	0	0	0	0	0
8982	ZNF341	zinc finger protein 341	4	132	0	0	0	0	0	0
1051	C20orf103	chromosome 20 open reading frame 103	2	133	0	0	0	0	0	0
1082	C2orf3	chromosome 2 open reading frame 3	2	133	0	0	0	0	0	0
1708	CLIP1	CAP-GLY domain containing linker protein 1	4	133	0	0	0	0	0	0
2178	DEPDC5	DEP domain containing 5	3	133	0	0	0	0	0	0
2801	FBLN2	fibulin 2	4	133	0	0	0	0	0	0
2961	FPR1	formyl peptide receptor 1	2	133	0	0	0	0	0	0
6325	PSG8	pregnancy specific beta-1-glycoprotein 8	2	133	0	0	0	0	0	0
8259	TRIM9	tripartite motif-containing 9	2	133	0	0	0	0	0	0
200	ADCY9	adenylate cyclase 9	3	134	0	0	0	0	0	0
3746	INTS6	integrator complex subunit 6	3	134	0	0	0	0	0	0
5727	PCDHGA3	protocadherin gamma subfamily A, 3	3	134	0	0	0	0	0	0
6177	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	3	134	0	0	0	0	0	0
6668	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	2	134	0	0	0	0	0	0
7667	STEAP1	six transmembrane epithelial antigen of the prostate 1	2	134	0	0	0	0	0	0
7714	SUN1	Sad1 and UNC84 domain containing 1	2	134	0	0	0	0	0	0
1957	CTCFL	CCCTC-binding factor (zinc finger protein)-like	2	135	0	0	0	0	0	0
2308	DOCK11	dedicator of cytokinesis 11	6	135	0	0	0	0	0	0
2618	EXOC6	exocyst complex component 6	2	135	0	0	0	0	0	0
3045	GALNT13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	3	135	0	0	0	0	0	0
3948	KEAP1	kelch-like ECH-associated protein 1	3	135	0	0	0	0	0	0
4037	KIF11	kinesin family member 11	2	135	0	0	0	0	0	0
4083	KLF8	Kruppel-like factor 8	3	135	0	0	0	0	0	0
4665	MET	met proto-oncogene (hepatocyte growth factor receptor)	4	135	0	0	0	0	0	0
8656	WDR5	WD repeat domain 5	2	135	0	0	0	0	0	0
33	ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	3	136	0	0	0	0	0	0
513	ARHGAP21	Rho GTPase activating protein 21	4	136	0	0	0	0	0	0
4841	MRPS5	mitochondrial ribosomal protein S5	2	136	0	0	0	0	0	0
4886	MTMR1	myotubularin related protein 1	3	136	0	0	0	0	0	0
5051	NBR1	neighbor of BRCA1 gene 1	4	136	0	0	0	0	0	0
5390	OPRL1	opiate receptor-like 1	2	136	0	0	0	0	0	0
6178	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	2	136	0	0	0	0	0	0
8653	WDR46	WD repeat domain 46	2	136	0	0	0	0	0	0
67	ABI1	abl-interactor 1	2	137	0	0	0	0	0	0
2448	EHBP1L1	EH domain binding protein 1-like 1	2	137	0	0	0	0	0	0
4980	MYO1E	myosin IE	3	137	0	0	0	0	0	0
5030	NAPB	N-ethylmaleimide-sensitive factor attachment protein, beta	2	137	0	0	0	0	0	0
7308	SLC39A12	solute carrier family 39 (zinc transporter), member 12	2	137	0	0	0	0	0	0
7717	SUOX	sulfite oxidase	2	137	0	0	0	0	0	0
7814	TAS2R50	taste receptor, type 2, member 50	2	137	0	0	0	0	0	0
7906	TEX13A	testis expressed 13A	2	137	0	0	0	0	0	0
8569	VAV2	vav 2 guanine nucleotide exchange factor	3	137	0	0	0	0	0	0
9066	ZNF584	zinc finger protein 584	3	137	0	0	0	0	0	0
9092	ZNF654	zinc finger protein 654	2	137	0	0	0	0	0	0
906	C12orf35	chromosome 12 open reading frame 35	3	138	0	0	0	0	0	0
5776	PDE3B	phosphodiesterase 3B, cGMP-inhibited	3	138	0	0	0	0	0	0
6337	PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	2	138	0	0	0	0	0	0
8262	TRIOBP	TRIO and F-actin binding protein	6	138	0	0	0	0	0	0
8633	WBSCR17	Williams-Beuren syndrome chromosome region 17	3	138	0	0	0	0	0	0
8745	XYLT2	xylosyltransferase II	2	138	0	0	0	0	0	0
529	ARHGEF11	Rho guanine nucleotide exchange factor (GEF) 11	2	139	0	0	0	0	0	0
1210	CA14	carbonic anhydrase XIV	2	139	0	0	0	0	0	0
1920	CRYGS	crystallin, gamma S	2	139	0	0	0	0	0	0
3534	HNRNPM	heterogeneous nuclear ribonucleoprotein M	2	139	0	0	0	0	0	0
5979	PLBD1	phospholipase B domain containing 1	2	139	0	0	0	0	0	0
6633	RGL1	ral guanine nucleotide dissociation stimulator-like 1	3	139	0	0	0	0	0	0
7507	SPAG5	sperm associated antigen 5	4	139	0	0	0	0	0	0
1823	COL6A6	collagen, type VI, alpha 6	8	140	0	0	0	0	0	0
2211	DIAPH2	diaphanous homolog 2 (Drosophila)	4	140	0	0	0	0	0	0
3390	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	2	140	0	0	0	0	0	0
3648	IFT140	intraflagellar transport 140 homolog (Chlamydomonas)	4	140	0	0	0	0	0	0
4341	LPCAT3	lysophosphatidylcholine acyltransferase 3	2	140	0	0	0	0	0	0
4463	LYST	lysosomal trafficking regulator	8	140	0	0	0	0	0	0
4736	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	5	140	0	0	0	0	0	0
8916	ZNF180	zinc finger protein 180	2	140	0	0	0	0	0	0
197	ADCY5	adenylate cyclase 5	3	141	0	0	0	0	0	0
2489	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	2	141	0	0	0	0	0	0
2984	FSTL4	follistatin-like 4	2	141	0	0	0	0	0	0
7018	SEPT8	septin 8	2	141	0	0	0	0	0	0
7050	SETD5	SET domain containing 5	3	141	0	0	0	0	0	0
7407	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	2	141	0	0	0	0	0	0
8666	WDR69	WD repeat domain 69	2	141	0	0	0	0	0	0
9145	ZNF804A	zinc finger protein 804A	3	141	0	0	0	0	0	0
2311	DOCK4	dedicator of cytokinesis 4	5	142	0	0	0	0	0	0
2451	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	2	142	0	0	0	0	0	0
2841	FCHO2	FCH domain only 2	2	142	0	0	0	0	0	0
7224	SLC22A4	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	2	142	0	0	0	0	0	0
7734	SYCP3	synaptonemal complex protein 3	2	142	0	0	0	0	0	0
8097	TMEM67	transmembrane protein 67	2	142	0	0	0	0	0	0
705	B3GAT1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	2	143	0	0	0	0	0	0
1206	C9orf98	chromosome 9 open reading frame 98	2	143	0	0	0	0	0	0
1833	COPA	coatomer protein complex, subunit alpha	3	143	0	0	0	0	0	0
2313	DOCK7	dedicator of cytokinesis 7	5	143	0	0	0	0	0	0
2780	FANCE	Fanconi anemia, complementation group E	2	143	0	0	0	0	0	0
3341	GRM5	glutamate receptor, metabotropic 5	3	143	0	0	0	0	0	0
3630	IFIH1	interferon induced with helicase C domain 1	2	143	0	0	0	0	0	0
3951	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	2	143	0	0	0	0	0	0
5607	PACS1	phosphofurin acidic cluster sorting protein 1	2	143	0	0	0	0	0	0
5685	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	2	143	0	0	0	0	0	0
6586	RCC2	regulator of chromosome condensation 2	2	143	0	0	0	0	0	0
7198	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	2	143	0	0	0	0	0	0
1204	C9orf93	chromosome 9 open reading frame 93	3	144	0	0	0	0	0	0
3934	KDM3A	lysine (K)-specific demethylase 3A	3	144	0	0	0	0	0	0
5588	P2RX1	purinergic receptor P2X, ligand-gated ion channel, 1	2	144	0	0	0	0	0	0
6330	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	2	144	0	0	0	0	0	0
6939	SCNN1A	sodium channel, nonvoltage-gated 1 alpha	2	144	0	0	0	0	0	0
7644	STAC2	SH3 and cysteine rich domain 2	2	144	0	0	0	0	0	0
9147	ZNF805	zinc finger protein 805	3	144	0	0	0	0	0	0
534	ARHGEF3	Rho guanine nucleotide exchange factor (GEF) 3	2	145	0	0	0	0	0	0
809	BOD1L		5	145	0	0	0	0	0	0
982	C17orf75	chromosome 17 open reading frame 75	3	145	0	0	0	0	0	0
1320	CCAR1	cell division cycle and apoptosis regulator 1	3	145	0	0	0	0	0	0
1446	CD34	CD34 molecule	2	145	0	0	0	0	0	0
1814	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen)	2	145	0	0	0	0	0	0
1964	CTNNA2	catenin (cadherin-associated protein), alpha 2	3	145	0	0	0	0	0	0
2529	EP300	E1A binding protein p300	6	145	0	0	0	0	0	0
3983	KIAA0754	KIAA0754	2	145	0	0	0	0	0	0
4348	LPP	LIM domain containing preferred translocation partner in lipoma	2	145	0	0	0	0	0	0
7153	SIPA1L3	signal-induced proliferation-associated 1 like 3	3	145	0	0	0	0	0	0
8227	TRHDE	thyrotropin-releasing hormone degrading enzyme	3	145	0	0	0	0	0	0
8590	VLDLR	very low density lipoprotein receptor	3	145	0	0	0	0	0	0
650	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	3	146	0	0	0	0	0	0
1202	C9orf85	chromosome 9 open reading frame 85	2	146	0	0	0	0	0	0
1367	CCDC48	coiled-coil domain containing 48	2	146	0	0	0	0	0	0
1553	CELA3B	chymotrypsin-like elastase family, member 3B	2	146	0	0	0	0	0	0
1624	CHIA	chitinase, acidic	2	146	0	0	0	0	0	0
4110	KLK14	kallikrein-related peptidase 14	2	146	0	0	0	0	0	0
6320	PSG3	pregnancy specific beta-1-glycoprotein 3	2	146	0	0	0	0	0	0
7170	SLAMF7	SLAM family member 7	2	146	0	0	0	0	0	0
252	AHDC1	AT hook, DNA binding motif, containing 1	2	147	0	0	0	0	0	0
2930	FN1	fibronectin 1	6	147	0	0	0	0	0	0
4856	MSI1	musashi homolog 1 (Drosophila)	2	147	0	0	0	0	0	0
4977	MYO1B	myosin IB	3	147	0	0	0	0	0	0
6003	PLEKHG3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	2	147	0	0	0	0	0	0
6363	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	3	147	0	0	0	0	0	0
368	ANAPC4	anaphase promoting complex subunit 4	2	148	0	0	0	0	0	0
1592	CFH	complement factor H	3	148	0	0	0	0	0	0
3942	KDM5B	lysine (K)-specific demethylase 5B	4	148	0	0	0	0	0	0
4274	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	2	148	0	0	0	0	0	0
4581	MBD4	methyl-CpG binding domain protein 4	2	148	0	0	0	0	0	0
6726	RNF219	ring finger protein 219	2	148	0	0	0	0	0	0
6869	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)	7	148	0	0	0	0	0	0
7861	TCF20	transcription factor 20 (AR1)	5	148	0	0	0	0	0	0
1129	C4orf37	chromosome 4 open reading frame 37	3	149	0	0	0	0	0	0
2072	DBC1	deleted in bladder cancer 1	2	149	0	0	0	0	0	0
3807	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	3	149	0	0	0	0	0	0
5469	OR4K2	olfactory receptor, family 4, subfamily K, member 2	2	149	0	0	0	0	0	0
7590	SREBF2	sterol regulatory element binding transcription factor 2	2	149	0	0	0	0	0	0
8378	TXLNB	taxilin beta	2	149	0	0	0	0	0	0
8768	ZAP70	zeta-chain (TCR) associated protein kinase 70kDa	2	149	0	0	0	0	0	0
329	ALPI	alkaline phosphatase, intestinal	2	150	0	0	0	0	0	0
566	ARSB	arylsulfatase B	3	150	0	0	0	0	0	0
666	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	2	150	0	0	0	0	0	0
1113	C3orf58	chromosome 3 open reading frame 58	2	150	0	0	0	0	0	0
7401	SMAD2	SMAD family member 2	3	150	0	0	0	0	0	0
8061	TMEM182	transmembrane protein 182	2	150	0	0	0	0	0	0
2335	DPY19L3	dpy-19-like 3 (C. elegans)	2	151	0	0	0	0	0	0
5692	PCDH15	protocadherin 15	10	151	0	0	0	0	0	0
7384	SLCO5A1	solute carrier organic anion transporter family, member 5A1	2	151	0	0	0	0	0	0
8442	UBXN10	UBX domain protein 10	2	151	0	0	0	0	0	0
8483	UNC13B	unc-13 homolog B (C. elegans)	4	151	0	0	0	0	0	0
8749	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	2	151	0	0	0	0	0	0
2099	DCHS2	dachsous 2 (Drosophila)	3	152	0	0	0	0	0	0
2742	FAM59A	family with sequence similarity 59, member A	3	152	0	0	0	0	0	0
5028	NAP1L4	nucleosome assembly protein 1-like 4	2	152	0	0	0	0	0	0
5580	OTX1	orthodenticle homeobox 1	2	152	0	0	0	0	0	0
7229	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	2	152	0	0	0	0	0	0
7704	SUCLG1	succinate-CoA ligase, alpha subunit	2	152	0	0	0	0	0	0
8175	TOPORS	topoisomerase I binding, arginine/serine-rich	3	152	0	0	0	0	0	0
8750	YIPF1	Yip1 domain family, member 1	2	152	0	0	0	0	0	0
1678	CLCA4	chloride channel, calcium activated, family member 4	3	153	0	0	0	0	0	0
1819	COL5A2	collagen, type V, alpha 2	3	153	0	0	0	0	0	0
5131	NF2	neurofibromin 2 (merlin)	4	153	0	0	0	0	0	0
5402	OR10H5	olfactory receptor, family 10, subfamily H, member 5	2	153	0	0	0	0	0	0
7654	STARD13	StAR-related lipid transfer (START) domain containing 13	2	153	0	0	0	0	0	0
7996	TLN1	talin 1	5	153	0	0	0	0	0	0
8518	USP2	ubiquitin specific peptidase 2	2	153	0	0	0	0	0	0
837	BSPRY	B-box and SPRY domain containing	2	154	0	0	0	0	0	0
860	C10orf118	chromosome 10 open reading frame 118	2	154	0	0	0	0	0	0
876	C10orf76	chromosome 10 open reading frame 76	3	154	0	0	0	0	0	0
2014	CYB5RL	cytochrome b5 reductase-like	2	154	0	0	0	0	0	0
2794	FAT1	FAT tumor suppressor homolog 1 (Drosophila)	8	154	0	0	0	0	0	0
3040	GALM	galactose mutarotase (aldose 1-epimerase)	2	154	0	0	0	0	0	0
