Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
7,POMZP3,76239303,76256578
10,ANXA11,81910645,81965328
3,MTMR14,9691117,9744077
2,RNU6-961P,20375566,20375670
10,SNRPD2P1,91738474,91738827
5,,17117685,17117795
2,,20439653,20440807
2,SLC25A12,172640880,172864766
5,SOWAHA,132149033,132152488
6,HIST1H3J,27858093,27860884
19,GLTSCR2,48248779,48260315
5,NEUROG1,134869991,134871639
5,RAD1,34905369,34919094
X,GPR64,19007427,19140755
6,QKI,163835032,163999628
11,,65222728,65234028
19,MEF2BNB,19287712,19303400
10,RN7SKP143,91923408,91923717
5,,17130137,17217156
10,,92162278,92300562
6,HIST1H2AM,27860477,27860963
19,SUV420H2,55851221,55859488
2,MOB4,198380295,198418423
5,CXCL14,134906373,134914969
3,,38166783,38166885
3,,140833966,140843024
5,PTMAP2,118309491,118309817
2,RNU7-113P,20446087,20446148
3,,38311774,38312258
3,,140977260,140977621
5,RNA5SP180,17157080,17157180
17,EPN3,48609904,48621111
3,,140986195,141085979
17,SNORD124,38183795,38183898
8,GSDMD,144635377,144645232
12,,130336753,130339489
17,,38306389,38306475
3,,141026454,141026775
2,,20553403,20553477
17,RNY4P8,38399475,38399571
5,,118342042,118406585
15,MYO1E,59427113,59665099
12,,130509038,130529501
3,KRT18P35,141189476,141190744
7,PSMA2,42956460,42971822
2,HOXD9,176987088,176989853
5,DCAF13P2,17202383,17203254
Y,HSFY5P,24194701,24195494
1,OSBPL9,52042851,52254889
3,RASA2-IT1,141243975,141244963
3,MCF2L2,182895831,183146566
Y,USP9YP17,24195902,24204260
3,YWHAQP6,141319118,141319421
5,RNU6-373P,118343266,118343363
3,,141382041,141439915
5,,118345755,118346237
2,SLC7A15P,20586147,20596349
5,SHROOM1,132157833,132166590
17,,38459457,38460909
12,,130517999,130529602
7,,72453891,72453991
1,UBE2J2,1189289,1209265
17,,38497119,38499388
5,RNU6-1003P,17240720,17240824
14,METTL17,21457929,21465189
3,,141427858,141428674
4,ANAPC4,25378835,25420120
17,,38524204,38524690
2,RNA5SP86,20601388,20601485
16,,22492795,22492898
7,,72476064,72555749
17,MAP3K3,61699775,61773663
5,,17306490,17307069
16,,22557019,22588186
2,,20650803,20652708
5,SLC25A48,135170338,135224326
17,RNA5SP444,64263861,64263966
17,RN7SL735P,64360147,64360436
17,,64394187,64412972
5,TRIO,14143811,14532235
1,MYOM3,24382525,24438665
5,RN7SKP133,17345725,17346064
3,ZMYND10,50378541,50384283
2,HOXD8,176994422,176997423
2,,20680605,20680716
20,PLCB1,8112824,8949003
2,MPHOSPH10,71357444,71377231
5,EBF1,158122928,158526769
5,FTH1P10,17353804,17354733
9,PTPLAD2,20995306,21031635
2,MDH1,63815743,63834331
22,CLDN5,19510547,19515068
16,,22621852,22623517
6,TBC1D22B,37225548,37300746
16,,22623864,22624804
2,PRPF40A,153508107,153574511
5,NDFIP1,141488070,141534005
11,OR51D1,4660945,4662068
16,RN7SL245P,22647776,22648065
16,,23031658,23034932
21,,38888740,38888973
22,SEC14L2,30792846,30821305
16,,23072727,23075494
12,RNA5SP372,109497791,109497905
11,OR51E1,4664650,4676718
16,,23206199,23224425
2,SLC35F5,114462588,114514400
16,RN7SKP23,23424905,23425197
21,KCNJ6,38979678,39288749
16,,23453162,23453242
16,,23457767,23458603
6,FRS3,41737914,41754280
2,,20699331,20701071
17,RNA5SP441,38530341,38530428
16,,23464079,23468927
HSCHR6_MHC_APD,TUBB,30696223,30701448
17,,38547484,38547590
17,,38595719,38596169
16,,23512226,23512951
11,OR51E2,4701401,4719084
12,ZDHHC17,77157368,77247476
16,,56126899,56225006
16,SUB1P4,23548382,23548877
2,,20786008,20786446
5,FYB,39105338,39274630
16,,23579994,23581017
16,,23617162,23635428
14,SNORD114-18,101442162,101442233
16,,23681332,23684448
2,SLC20A1,113403434,113421404
6,ANKRD66,46714654,46727243
14,RN7SL108P,68702962,68703256
14,SNORD114-19,101442814,101442888
14,,101443726,101443803
8,ASAH1,17913934,17942494
14,,68805445,68806258
16,,56143449,56170912
16,,23683453,23686820
14,,101445339,101445427
2,HS1BP3-IT1,20790535,20792308
21,DSCR4,39323728,39493454
14,,101446329,101446403
16,,23698370,23699665
9,IFNB1,21077104,21077943
5,,17354019,17355008
14,SNORD114-20,101447341,101447412
16,,23723311,23724114
14,PPIAP6,68888415,68888913
16,,56217638,56220218
11,PRPF19,60658202,60674060
14,SNORD114-21,101448312,101448383
14,SNORD114-22,101449263,101449334
16,,24247425,24264184
16,,56226526,56228430
11,MMP26,4726157,5013659
10,,92213927,92262725
14,SNORD114-23,101450213,101450284
9,IFNW1,21140631,21142144
16,MIR3935,56279432,56279535
14,,69093883,69095162
16,,56334528,56336816
10,,92222474,92227709
14,,69150128,69152282
16,,24344736,24344868
2,,20806040,20806414
9,IFNA21,21165636,21166659
10,,92639797,92639936
16,,56385798,56387436
16,RNU7-24P,24411377,24411438
5,ARSK,94890778,94940768
14,,69159807,69160300
11,SCYL1,65292548,65306175
10,RNU6-740P,92682488,92682592
2,,20877569,20879005
HG79_PATCH,REXO4,136281597,136293579
16,,24450309,24450408
5,SPRY4,141689992,141706020
14,RNU6-921P,69202639,69202745
16,,56443232,56445595
10,,92754377,92766147
16,,24484119,24506498
14,RN7SL224P,69312519,69312772
16,,56643413,56645287
5,,17369334,17375686
14,,69328479,69329242
16,,24621587,24652278
16,,24672743,24682383
9,IFNA4,21186617,21187598
2,,20878014,20878692
16,MT1L,56651388,56652730
14,BLZF2P,69334574,69336668
5,,17379015,17387419
21,DSCR8,39493545,39560110
6,MEP1A,46761127,46807515
19,RFXANK,19303008,19312678
16,,24814772,24831060
9,IFNA7,21201468,21202204
14,HMGN1P3,69354502,69354801
2,,21059531,21061421
16,,24930714,24932325
14,BANF1P1,69403319,69403581
17,KRT16P4,18353558,18379234
16,,25027299,25032344
3,DZIP1L,137780832,137834660
5,,17404128,17441803
16,MT1JP,56669651,56670998
7,OR9A4,141618617,141619709
9,IFNA10,21206180,21207142
16,,25043202,25069430
1,CD55,207494853,207534311
3,,141443267,141443368
16,,25078258,25080264
3,,141506753,141506851
12,DDX11,31226779,31257725
16,SCML2P2,25080891,25081430
14,ACTN1-AS1,69446399,69454180
2,,21222185,21223789
3,HMGN2P25,141583849,141584121
16,,25082811,25084048
3,DRD3,113847499,113918254
9,IFNA16,21216372,21217310
2,,21421390,21421768
3,RNU6-509P,141621766,141621872
16,,25096913,25122876
3,ATP1B3-AS1,141637094,141637863
2,,21444047,22193831
6,PRICKLE4,41748087,41757879
3,,141663270,141666233
14,TRAJ51,22956171,22956233
5,,17444119,17484055
14,TRAJ15,22998580,22998641
16,MT1DP,56677617,56678698
3,,141762465,141763040
9,IFNA17,21227242,21228221
14,,23025205,23025956
16,,25104708,25106576
3,RNU6-425P,141864296,141864397
11,OR51F1,4790209,4791168
3,,141876369,141880820
14,,23064715,23067855
16,,25151898,25160353
2,,21540532,21784185
5,FGF1,141971743,142077617
16,BAIAP3,1383602,1399439
9,IFNA14,21239201,21239978
17,TBC1D3G,34745936,34808104
3,RNU6-1294P,142126499,142126579
17,RNU6-928P,64634389,64634492
7,CLEC5A,141627157,141646807
11,OR52R1,4824663,4825847
17,RNA5SP445,64635387,64635501
9,IFNA5,21304613,21305312
17,,64672490,64673522
11,POLR2L,837356,842545
5,,17486336,17486938
22,SEPT5,19701987,19712295
17,MIR634,64783190,64783286
11,OR51F2,4842551,4843686
5,,17491470,17491878
11,OR51S1,4869427,4870514
2,,21585164,21586897
9,KLHL9,21329670,21335379
3,MTHFD2P1,95373267,95402037
2,,21853420,21859181
5,,17495767,17495935
HSCHR12_1_CTG1,IQSEC3,120780,232475
11,OR51H1P,4880886,4881794
5,,17498334,17498936
6,PHF1,33378176,33384230
2,,21861303,21872435
20,C20orf96,251504,271390
11,OR51T1,4903049,4904113
10,,47656084,47657233
10,,92757237,92757470
5,,17502152,17502472
16,RN7SL557P,25196528,25196808
10,LINC00502,92806923,92821916
16,,25249639,25250608
HSCHR6_MHC_COX,LY6G6E,31667522,31668998
2,,21910306,21933495
9,IFNA6,21349834,21351377
10,CTGLF11P,47708307,47730235
16,,25431135,25435490
11,OR51A7,4928600,4929538
10,DDX18P6,92812808,92814804
2,FBXO36,230787018,230877825
5,,17511942,17512347
19,GRIK5,42502473,42573650
16,CYCSP39,25465660,25465968
12,RAP1B,69004619,69054372
4,MFAP3L,170907748,170954182
10,,92912362,92913106
2,RN7SL117P,22145865,22146160
17,,38673278,38683254
9,IFNA13,21367371,21368075
11,OR51G2,4935900,4936922
2,,22156208,22753977
13,SUPT20H,37583449,37633850
10,,93224335,93224465
3,RNU6-235P,38345264,38345370
2,,136835462,136836083
10,RPS27P1,93304609,93304855
17,,38821876,38821975
3,DLEC1P1,38366728,38370561
11,OR51G1,4944531,4945637
19,,55851254,55856561
10,GAPDHP28,93426537,93427539
9,IFNA2,21384254,21385396
3,RNU1-100P,142139047,142139211
17,,38843290,38845612
2,HNRNPKP2,136956684,136958073
5,,17518475,17519069
3,,95885661,95885746
12,,109549023,109563399
3,,142160528,142160604
8,SFRP1,41119481,41167016
3,,95963576,95964179
3,ACVR2B-AS1,38492518,38496311
10,FAM25HP,47740330,47747200
2,UBBP1,137087011,137087483
17,KRT223P,38873487,38878184
10,FAF2P1,93525656,93526953
3,HNRNPKP4,96068398,96069783
2,,22167481,22188423
3,,142168944,142170991
3,,96152159,96152254
12,,109791888,109797293
2,RN7SKP141,137147902,137148239
3,,96285201,96285947
5,,17521910,17522504
10,SLC9A3P4,47965760,47967323
2,,137301941,137302050
3,,38546971,38547072
9,IFNA8,21409146,21410184
2,,137302282,137303112
14,HSPA2,65002623,65009955
3,DDTP1,38556939,38557321
2,,22411208,22413185
10,CTSLP2,48157041,48158148
3,,142184157,142191179
9,IFNA1,21440440,21441315
14,BAZ1A,35221937,35344853
3,RPL6P9,142299752,142301241
2,,137402678,137402762
14,SNORD114-24,101451114,101451185
2,RNA5SP105,138269668,138269780
14,SNORD114-25,101452394,101452465
2,,138472902,138473011
9,IFNE,21480841,21482312
14,SNORD114-26,101453383,101453454
19,LYPD5,44300081,44331358
19,COX6B2,55860674,55866182
2,,138636324,138683977
6,C6orf118,165693153,165723096
14,SNORD114-27,101454498,101454567
3,RNA5SP143,142310519,142310633
2,,138859454,138863475
14,SNORD114-28,101455467,101455538
3,PLS1-AS1,142373626,142375587
11,RCE1,66610306,66614017
2,HOXD3,177001340,177037830
14,SNORD114-29,101456428,101456497
3,RN7SKP25,142392439,142392746
3,RPL18AP7,38568293,38568816
3,RNU7-47P,142520049,142520110
14,SNORD114-30,101458256,101458327
2,MYT1L,1792885,2335032
21,KCNJ15,39529128,39679279
5,,17525344,17525938
14,PPP1R36,65016620,65056098
14,SNORD114-31,101459573,101459647
HSCHR12_1_CTG1,DDX11L8,62310,63501
14,,101460594,101460667
4,CXCL6,74702214,74714781
14,,101463990,101464061
HSCHR6_MHC_COX,C6orf25,31673784,31681900
14,,101464804,101464878
3,,187166633,187167238
14,,69489867,69490025
14,MIR379,101488366,101488491
3,,142545938,142546570
14,DDX18P1,69550115,69552106
3,,187461474,187463208
6,RTN4IP1,107018903,107077373
14,MIR411,101489662,101489757
5,,17528778,17529372
14,SETD3,99864083,99947216
14,,69610569,69610670
14,MIR299,101490114,101490215
3,,142645517,142661376
3,,187513975,187523046
2,,22539925,22540116
10,PAPSS2,89419370,89507462
14,,69649737,69680809
Y,CDY12P,24210845,24211859
12,APOF,56754353,56756607
3,,187650552,187664009
14,,69705883,69727284
17,,38959996,38965548
HSCHR12_1_CTG1,,64522,82015
3,,187676563,187694195
17,,39007052,39019534
12,,130531677,130532921
14,,70027736,70028187
14,,70270920,70271048
5,,17585271,17585876
17,,39077682,39132178
Y,TCEB1P15,24214967,24215298
2,RUFY4,218899683,218955304
14,RPL7AP6,70352057,70352869
2,RNA5SP87,22561758,22561875
12,,130554870,130557230
1,CTSS,150702672,150738433
5,,17587399,17587632
9,MTAP,21802542,21931646
6,POLH,43543887,43586701
14,MIR380,101491331,101491441
3,DGKG,185823457,186080026
4,PF4V1,74718906,74719872
14,,70653840,70696904
2,PAIP2B,71409869,71454213
14,MIR1197,101491901,101491988
12,VPS29,110928902,110939922
14,MIR323A,101492069,101492154
10,C10orf137,127408084,127452712
14,MIR758,101492357,101492444
2,,22600466,22704876
14,,70701212,70701812
5,MCC,112357796,112824527
16,DOC2A,30016830,30034591
5,,17590473,17591069
2,,22759351,22761160
14,ADAM21P1,70712208,70714518
8,GOLGA7,41347915,41368499
12,,131514221,131514769
12,,131780067,131782763
4,CXCL1,74735110,74736959
7,TAS2R38,141672431,141673573
11,TMEM109,60681346,60690915
6,TEAD3,35441374,35464853
3,,142679214,142679385
14,,70742013,70758576
5,,17593907,17594503
11,TSPAN4,842808,867116
2,RN7SKP27,23084424,23084756
22,,30805244,30824977
20,ZCCHC3,277737,280965
3,,142681796,142720401
17,PRPSAP2,18743398,18834581
11,OR51A4,4967355,4968356
5,,17597341,17597937
4,PF4,74846794,74847841
12,PCNPP3,66039772,66040242
2,,23240997,23421927
11,OR51A2,4976002,4976943
X,TAZ,153639854,153650065
12,RPSAP52,66151800,66220754
22,,30814212,30814469
16,MT1CP,56682160,56683426
20,SOX12,306207,310865
16,SLC7A6OS,68318406,68344849
11,OR51L1,5020213,5021160
15,SNRPA1,101821715,101835487
16,,56682793,56686548
12,,66251793,66251912
11,OR52J3,5067756,5068691
12,,66328557,66342259
4,AADAT,170981373,171012850
16,,56716382,56721719
4,PPBP,74852755,74853914
5,,17598541,17598668
12,,66421505,66424846
22,MTFP1,30821518,30825045
7,,141811549,141922124
17,SLC25A19,73269073,73285591
11,OR52E2,5079880,5080857
16,DPPA2P4,56720763,56721964
18,DSC1,28709199,28742819
7,CCDC146,76751751,76958850
12,,66431015,66431494
12,RNA5SP362,66460001,66460118
HSCHR6_MHC_COX,AGPAT1,32084466,32094350
16,,56742684,56763880
12,,66524531,66528229
12,TIMELESS,56810903,56843187
11,,5090802,5091727
6,PDE10A,165740776,166400091
6,HIST1H2BO,27861203,27861669
2,CASP8,202098166,202152434
5,,17601991,17602243
16,MIR138-2,56892430,56892513
16,RPS24P17,56940446,56940868
3,RNU6-1094P,96327658,96327761
11,OR52A5,5152922,5153872
5,,17604866,17605486
3,RPL18AP8,96338148,96338675
16,,56974190,56975254
4,CXCL5,74861359,74864496
3,,96385038,96385123
16,,56974940,56975638
2,LIMS3,110656005,110677180
7,,116549931,116550018
12,SFSWAP,132195626,132284282
6,OR2B2,27878963,27880174
3,RCC2P5,96472029,96473515
7,RNA5SP239,116584340,116584468
11,TMEM132A,60691935,60704631
7,ST7-AS1,116592500,116594388
11,OR52A1,5172239,5207612
11,ALG9,111652919,111742305
3,CDV3P1,96495789,96496527
2,SLC16A14,230899698,230933715
20,NRSN2,327426,340304
5,,17611099,17611692
7,TPM3P1,116612219,116612965
11,OR51V1,5220965,5221930
2,,23553535,23554915
2,TFCP2L1,121974163,122042783
4,CXCL3,74902306,74904524
9,GLE1,131266979,131304567
17,,18356269,18356376
7,ST7-AS2,116712126,116786534
17,,18356888,18357053
11,HBB,5246694,5250625
17,KRTAP3-4P,39160733,39161012
5,,17614890,17615220
17,COPZ2,46103533,46115392
17,KRTAP2-5P,39228198,39228593
17,SLC35B1,47778305,47786376
17,,39343196,39343388
2,,23570525,23574735
Y,,8839792,8842136
17,KRTAP9-12P,39368958,39369489
17,KRTAP9-11P,39427563,39428087
11,PC,66615704,66725847
12,,109883215,109885302
17,KRTAP9-10P,39436856,39437062
4,CXCL2,74962752,74965010
5,RPS23,81569177,81574396
12,RBMS1P1,66627859,66629014
10,GAD2,26505236,26593487
12,RNU4-32P,110005780,110005920
2,HOXD4,177015950,177017954
12,,66629336,66629402
Y,OFD1P3Y,8898635,8908029
12,,66645525,66651214
12,RN7SKP250,110100668,110100988
5,,17620642,17621048
12,PDCL3P7,66669720,66670431
6,FILIP1,76001575,76203454
12,FAM222A-AS1,110171971,110211313
12,RN7SKP166,66686463,66686767
12,,66739499,66739602
17,TBC1D3P7,39479679,39485797
9,,21802635,22032985
12,OSBPL9P5,66957304,66957474
11,CD81,2397407,2418649
17,,39490884,39491985
12,OSBPL9P4,66957747,66962974
17,,39558668,39581301
3,CPNE9,9745491,9771592
12,,67285656,67462942
HSCHR6_MHC_COX,VPS52,33139671,33161430
9,C9orf53,21967137,21967738
2,,23580387,23583247
6,OR2B6,27925019,27925960
5,,17625660,17626068
12,,67429288,67490186
Y,CDY3P,9003694,9005311
6,SHPRH,146185381,146285559
12,CEP290,88442793,88535993
12,KCNMB4,70760056,70828072
15,,59439899,59440054
2,HOXD1,177053307,177055688
Y,USP9YP22,9021303,9023412
21,ERG,39751949,40033704
15,LDHAL6B,59499042,59500705
2,,23598100,23604170
Y,USP9YP4,9027238,9042220
17,C17orf59,8091652,8093564
18,DSG1,28898052,28936992
17,C17orf70,79506911,79520987
10,GLUD1P6,48169665,48175810
14,SYNJ2BP-COX16,70793069,70883701
5,,17632197,17632792
HG7_PATCH,TRPV6,142632169,142646705
17,KRT41P,39562764,39568027
14,RNU2-51P,70827609,70827805
14,,70892529,71014181
22,SEC14L3,30843946,30868036
14,ADAM20P1,70935598,70950473
10,DUSP8P2,48173347,48175106
6,GSTA4,52842751,52860176
12,MIR4497,110271153,110271241
17,TNPO1P2,18363705,18366369
5,,17634569,17635162
10,BMS1P6,48187416,48199256
5,GPR150,94955782,94957846
2,PGAM1P6,24095138,24095884
12,,110297572,110298225
17,NOS2P2,18400886,18404348
HSCHR6_MHC_SSTO,TNXB,32000781,32027628
7,,72481665,72481766
10,RNA5SP313,48206895,48207010
12,RN7SL441P,110304021,110304314
4,MTHFD2L,74979891,75168816
10,,48249334,48262214
9,CDKN2A,21967751,21995300
12,,110318481,110326272
7,SPDYE8P,72490260,72500313
Y,TCEB1P4,9068524,9068856
10,,48254606,48254905
5,C5orf22,31532373,31555165
Y,,24246961,24293631
10,,48324788,48332197
15,FAM81A,59664892,59815748
12,RN7SL769P,110798255,110798551
5,,17643071,17643337
3,,97200021,97200350
3,,97478367,97480374
10,,48357926,48358600
17,,18414535,18455019
Y,RBMY1A3P,9148739,9160483
5,,17647821,17648053
10,,48387524,48387622
3,OR5BM1P,97772218,97772583
HSCHR6_MHC_APD,FLOT1,30703731,30706525
3,,97818752,97866978
3,OR5AC4P,97823598,97824516
3,TMEM108,132757235,133116636
12,FZD10-AS1,130634894,130646801
10,FRMPD2P1,48844036,48868504
2,,24123563,24124019
3,,42850938,43097363
19,ZNF283,44331444,44353307
3,POU5F1P7,97838035,97838575
19,,55863669,55870884
3,OR5H5P,97916055,97916982
16,PRMT7,68344877,68392466
17,AURKB,8108056,8113918
3,OR5H3P,97926267,97927185
2,MTX2,177134123,177202753
4,SLC34A2,25656923,25680370
3,OR5H4P,97940888,97941810
10,FRA10AC1,95427640,95462329
12,,110825268,110883353
11,TEAD1,12695969,12966298
3,,97952495,98176742
5,,17649155,17649752
4,GALNTL6,172733405,173962710
3,OR5H7P,97957196,97958125
5,,17654482,17654752
12,HMGA1P3,110867764,110868087
12,CLEC4A,8276228,8291203
2,SDHCP3,24166716,24167221
12,RPL31P49,110898793,110899167
Y,TTTY6B,24291113,24292978
1,CR2,207627575,207663240
3,UBFD1P1,98152878,98153691
12,,110934157,110934226
2,SP110,231032009,231090444
19,ADAMTS10,8645126,8675620
3,,98241414,98244178
12,RN7SL387P,111063452,111063722
19,FAM71E2,55866276,55874628
12,,111070409,111070498
3,RPL38P4,98243905,98244118
Y,TTTY20,9167489,9172441
3,,98338909,98339462
3,,98342793,98342888
Y,TSPY23P,24329997,24332168
12,,42848522,42848623
12,,111269583,111283767
3,WWP1P1,98376646,98379414
12,,42853168,42859930
2,C2orf70,26785450,26802400
5,,17655237,17655647
12,,130701352,130701702
16,,25836031,25837651
Y,FAM197Y8,9185120,9193010
3,ST3GAL6-AS1,98433174,98451495
16,MIR548W,26036558,26036631
16,RNA5SP405,26040233,26040346
2,IFT172,27667238,27712656
Y,RBMY2UP,24344576,24349859
HSCHR6_MHC_APD,DDR1,30861248,30865452
16,HMGN2P3,26043860,26044132
12,,130734224,130751270
12,RPL29P25,111279342,111280191
16,,26074071,26074418
Y,RBMY1KP,24355478,24362727
3,KRBOX1,42850975,42984284
6,SDIM1,166307330,166309725
2,RN7SL610P,24219667,24219955
7,ASIC3,150745379,150749843
2,RNU6-370P,24268705,24268808
3,PDLIM1P4,98501032,98502037
16,,26329428,26345749
2,,24388753,24397874
3,RNU6-26P,98523822,98523928
18,DSG4,28956740,28994875
17,FAM20A,66531254,66597530
16,,56991177,56991273
10,GFRA1,117816444,118032979
16,,57046983,57048012
2,WDR75,190306159,190340291
3,,187715210,187721778
HSCHR6_MHC_COX,LY6G6C,31673838,31677035
11,HBD,5253908,5256600
6,TRIM38,25963030,25987384
HG7_PATCH,TRPV5,142668776,142694414
16,,57086417,57092409
1,IL22RA1,24446261,24469611
3,,187719488,187721194
16,,26366117,26369676
14,,70935877,70937825
3,,187824884,187864808
16,,57125125,57126215
20,TRIB3,361261,378203
5,BRIX1,34915481,34926101
3,LPP-AS2,187868994,187871845
16,,57281262,57282404
6,T,166571144,166582188
14,RNU6-659P,70962824,70962927
3,LPP-AS1,188280026,188286454
5,,17670277,17670680
16,,57282459,57286664
14,,71060031,71107921
3,,188348429,188348490
10,BMS1P5,48901102,48950972
16,,57355264,57356029
3,MIR28,188406569,188406654
16,,26596076,26606134
19,IL11,55875757,55881831
3,TPRG1-AS1,188659504,188665428
14,KRT18P7,71061269,71062487
16,,57366291,57366511
16,,26733195,26740447
3,,188707171,188707924
14,,71075515,71108015
HG7_PATCH,C7orf34,142699949,142701464
16,,26747550,26747638
16,,57494967,57496649
3,TPRG1-AS2,188956475,188958383
16,C16orf82,27078028,27080486
14,RN7SL77P,71076803,71077094
16,HMGB3P32,57637049,57637609
10,,44873687,44878739
14,,71165415,71178870
16,,27078249,27079179
16,,57655946,57665559
3,,189363116,189363255
16,EEF1A1P38,27144804,27146500
16,,57715036,57735642
HSCHR6_MHC_APD,,30959727,30965917
3,,98621268,98737406
3,,38841787,38841885
14,MIR329-1,101493122,101493201
3,,38865393,38866793
5,,17684693,17955966
16,,27169775,27187908
14,MIR329-2,101493437,101493520
17,KCNJ12,21279509,21323179
10,TMEM72,45406648,45432450
14,MIR494,101495971,101496051
14,,23163307,23163744
16,,27224631,27226314
3,FBLN2,13573824,13679922
3,,38948805,38948880
14,MIR1193,101496389,101496466
5,IL9,135227935,135231516
HG7_PATCH,KEL,142701710,142723277
3,RNU6-1227P,39067478,39067584
14,OR6E1P,23171352,23172274
1,CTSK,150768684,150780799
3,DSTNP4,39255684,39256163
14,MIR543,101498324,101498401
16,IL21R-AS1,27458990,27464714
12,,130904080,130905564
14,MIR495,101500092,101500173
14,,23171820,23235771
HSCHR12_1_CTG1,,82418,82555
16,TSR3,1399241,1401912
14,,101505680,101505774
Y,TTTY5,24442945,24445023
HSCHR12_1_CTG1,FAM138D,86667,88073
14,MIR376C,101506017,101506102
16,,27654520,27655984
3,,39327476,39329411
17,RNA5SP446,64891608,64891689
7,MRPL32,42971799,42988557
14,MIR654,101506556,101506636
16,,27673221,27673339
17,,65016050,65017859
3,HNRNPA1P21,39376470,39377430
12,,131112861,131200826
4,,75023327,75024085
17,,65028525,65029406
19,ZNF574,42572629,42585701
16,,27690261,27730104
14,,23192685,23195781
10,H2AFY2,71812552,71872036
3,A4GNT,137842560,137851229
17,,65220419,65221657
14,,23225970,23226038
6,SENP6,76311225,76427997
14,,23321825,23321937
14,,23337027,23337126
19,ZNF404,44376515,44405537
9,CDKN2B,22002902,22009362
14,,71276922,71282120
19,TMEM190,55888204,55889612
Y,TSPY22P,24452072,24454098
16,,27733605,27733713
17,RPL36AP48,65220844,65221157
16,RNU6-159P,27874572,27874677
2,,24422708,24424567
16,RNU6-1241P,28009616,28009722
1,IFNLR1,24480647,24514449
14,PRMT5-AS1,23388665,23396105
4,GALNT7,174089904,174245118
HG7_PATCH,OR9A2,142786754,142787791
Y,RBMY2FP,24455006,24467972
16,TPRKBP2,28122494,28122968
6,PRR18,166719168,166721936
20,PLCB4,9049410,9461889
3,MIR944,189547711,189547798
16,,28190419,28190544
3,MTAPP2,189686819,189687650
16,,28194639,28194751
HG7_PATCH,OR6V1,142812926,142813953
14,MIR376A1,101507104,101507206
3,RN7SL486P,189831723,189832061
16,,28251014,28251989
12,RPL41,56510370,56511727
14,MIR300,101507700,101507782
HG7_PATCH,OR9A3P,141562660,141563537
3,LEPREL1-AS1,189838753,189862635
16,,57747694,57748869
11,LTBP3,65306276,65326401
5,GTF2H2C,68856035,68890550
3,CYP8B1,42897497,42917633
3,ZNF80,113953483,113956425
3,,189861445,189861532
2,,24437250,24444385
19,TMEM238,55890613,55895966
HG7_PATCH,OR9A1P,141586948,141587892
12,,131135916,131153778
3,RNU6-1109P,189883206,189883312
5,RFESD,94982458,95020477
16,RNU6-20P,57864440,57864546
4,EPGN,75174190,75181024
3,NMNAT1P3,189884553,189885440
16,,57908288,57908434
2,MALL,110841447,110874143
16,,58116972,58117072
HG7_PATCH,,141611017,141611743
17,LRRC37A2,44588877,44633016
Y,TTTY25P,24476599,24478647
19,ZNF45,44416781,44439430
16,,58125957,58126851
3,GCNT1P3,190342384,190342958
12,,131295151,131296983
3,RN7SKP296,190359952,190360292
6,SFT2D1,166733216,166756079
16,,58150789,58153257
3,,190377005,190377539
HG7_PATCH,MOXD2P,141940559,141946886
3,DBR1,137879854,137893791
Y,TSPY21P,24546550,24548715
17,,65240953,65241922
16,,58163433,58193037
9,DMRTA1,22446840,22455739
3,,190415712,190416637
17,RNA5SP447,65264226,65264344
17,,65267585,65267723
12,,131295366,131297167
17,,65272234,65272467
HG7_PATCH,,141965650,141972054
2,,24496483,24496610
17,NFE2L1,46125691,46138849
1,SCNN1D,1215816,1227409
17,,65403959,65404062
13,CSNK1A1L,37677398,37679803
3,TIGIT,113995760,114029135
Y,,24585087,24631739
17,,65404890,65404997
5,SLC27A6,127873706,128369335
12,,42879155,42883821
3,ZNF662,42947223,42960825
10,TNKS2-AS1,93542596,93558048
17,RN7SL756P,65453141,65453406
2,HMGN2P20,24553271,24553543
14,PLEKHG3,65170820,65213610
17,MIR548D2,65467605,65467701
17,MIR548AA2,65467605,65467701
12,,43009305,43040300
5,ATP6AP1L,81575281,81682796
HG388_HG400_PATCH,PPP2R1B,111597632,111637151
17,,65520597,65521538
10,SRP9P1,93565803,93567253
22,SEC14L4,30884900,30901698
11,SLC15A3,60704556,60720002
12,,43020810,43020939
17,SNORA38B,65736785,65736915
16,GNPTG,1401924,1413352
17,,65770707,65773440
12,,43030617,43030913
12,,131299898,131299995
10,,93667888,93669105
20,RBCK1,388142,411610
7,TRIM24,138145079,138274738
12,RNU6-1077P,131354281,131354382
14,,71325561,71326146
10,,93835999,93836122
12,,131391383,131391494
5,RPL36AP21,18049659,18049981
12,RAB11AP2,67525347,67525985
12,,131462107,131463313
10,SDHCP2,93878421,93878921
14,,71498403,71498687
12,GGTA2P,67659622,67660746
12,,43040385,43080503
6,HIST1H1A,26017260,26018040
14,,71511092,71511357
19,NUMBL,41172596,41196877
5,,18236232,18236305
17,RPL17P41,65780869,65781409
11,HBG1,5269313,5271122
2,RPL36AP13,24557381,24558021
HSCHR6_MHC_APD,MICB,31477173,31490193
14,PTTG4P,71552199,71552550
12,MRPL40P1,67745216,67745819
12,,131474683,131478521
5,GDF9,132196873,132202576
17,,65809698,65809770
12,NTAN1P3,67818052,67818766
12,,67834778,67836339
5,RN7SL58P,18547421,18547712
6,PAK1IP1,10694928,10710015
5,,18704542,18746282
